id,region_key,organization_key,municipality_key,year,allocation_type,recipient_type,recipient_raw,nomos,amount_eur,source_file,source_ada,created_at,updated_at
68,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9060,2016,τακτική,δήμος,Δ. ΣΙΘΩΝΙΑΣ,ΧΑΛΚΙΔΙΚΗΣ,68900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
69,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9061,2016,τακτική,δήμος,Δ. ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,125000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
70,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9062,2016,τακτική,δήμος,Δ. ΔΕΣΚΑΤΗΣ,ΓΡΕΒΕΝΩΝ,26600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
71,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9063,2016,τακτική,δήμος,Δ. ΚΑΣΤΟΡΙΑΣ,ΚΑΣΤΟΡΙΑΣ,67600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
72,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9064,2016,τακτική,δήμος,Δ. ΝΕΣΤΟΡΙΟΥ,ΚΑΣΤΟΡΙΑΣ,31000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
73,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9065,2016,τακτική,δήμος,Δ. ΟΡΕΣΤΙΔΟΣ,ΚΑΣΤΟΡΙΑΣ,24000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
74,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9066,2016,τακτική,δήμος,Δ. ΒΟΪΟΥ,ΚΟΖΑΝΗΣ,49000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
75,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9067,2016,τακτική,δήμος,Δ. ΕΟΡΔΑΙΑΣ,ΚΟΖΑΝΗΣ,45000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
76,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9068,2016,τακτική,δήμος,Δ. ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,62800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
77,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9069,2016,τακτική,δήμος,Δ. ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,ΚΟΖΑΝΗΣ,36000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
78,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9070,2016,τακτική,δήμος,Δ. ΑΜΥΝΤΑΙΟΥ,ΦΛΩΡΙΝΗΣ,45800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
79,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9071,2016,τακτική,δήμος,Δ. ΠΡΕΣΠΩΝ,ΦΛΩΡΙΝΗΣ,28000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
80,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,9072,2016,τακτική,δήμος,Δ. ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΗΣ,49700.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
81,ΗΠΕΙΡΟΥ,,9073,2016,τακτική,δήμος,Δ. ΑΡΤΑΙΩΝ,ΑΡΤΗΣ,51000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
82,ΗΠΕΙΡΟΥ,,9074,2016,τακτική,δήμος,Δ. ΓΕΩΡΓΙΟΥ ΚΑΡΑΙΣΚΑΚΗ,ΑΡΤΗΣ,20600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
83,ΗΠΕΙΡΟΥ,,9075,2016,τακτική,δήμος,Δ. ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,ΑΡΤΗΣ,28400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
84,ΗΠΕΙΡΟΥ,,9076,2016,τακτική,δήμος,Δ. ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,ΑΡΤΗΣ,20600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
85,ΗΠΕΙΡΟΥ,,9077,2016,τακτική,δήμος,Δ. ΗΓΟΥΜΕΝΙΤΣΑΣ,ΘΕΣΠΡΩΤΙΑΣ,58000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
86,ΗΠΕΙΡΟΥ,,9078,2016,τακτική,δήμος,Δ. ΣΟΥΛΙΟΥ,ΘΕΣΠΡΩΤΙΑΣ,42500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
87,ΗΠΕΙΡΟΥ,,9079,2016,τακτική,δήμος,Δ. ΦΙΛΙΑΤΩΝ,ΘΕΣΠΡΩΤΙΑΣ,44800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
88,ΗΠΕΙΡΟΥ,,9080,2016,τακτική,δήμος,Δ. ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,ΙΩΑΝΝΙΝΩΝ,51800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
89,ΗΠΕΙΡΟΥ,,9081,2016,τακτική,δήμος,Δ. ΔΩΔΩΝΗΣ,ΙΩΑΝΝΙΝΩΝ,41000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
90,ΗΠΕΙΡΟΥ,,9082,2016,τακτική,δήμος,Δ. ΖΑΓΟΡΙΟΥ,ΙΩΑΝΝΙΝΩΝ,51000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
91,ΗΠΕΙΡΟΥ,,9083,2016,τακτική,δήμος,Δ. ΖΙΤΣΑΣ,ΙΩΑΝΝΙΝΩΝ,50900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
92,ΗΠΕΙΡΟΥ,,9084,2016,τακτική,δήμος,Δ. ΙΩΑΝΝΙΤΩΝ,ΙΩΑΝΝΙΝΩΝ,68500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
93,ΗΠΕΙΡΟΥ,,9085,2016,τακτική,δήμος,Δ. ΚΟΝΙΤΣΑΣ,ΙΩΑΝΝΙΝΩΝ,46700.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
94,ΗΠΕΙΡΟΥ,,9086,2016,τακτική,δήμος,Δ. ΜΕΤΣΟΒΟΥ,ΙΩΑΝΝΙΝΩΝ,28600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
95,ΗΠΕΙΡΟΥ,,9087,2016,τακτική,δήμος,Δ. ΠΩΓΩΝΙΟΥ,ΙΩΑΝΝΙΝΩΝ,60800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
96,ΗΠΕΙΡΟΥ,,9088,2016,τακτική,δήμος,Δ. ΖΗΡΟΥ,ΠΡΕΒΕΖΗΣ,33400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
97,ΗΠΕΙΡΟΥ,,9089,2016,τακτική,δήμος,Δ. ΠΑΡΓΑΣ,ΠΡΕΒΕΖΗΣ,23400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
98,ΗΠΕΙΡΟΥ,,9090,2016,τακτική,δήμος,Δ. ΠΡΕΒΕΖΗΣ,ΠΡΕΒΕΖΗΣ,38000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
99,ΘΕΣΣΑΛΙΑΣ,,9091,2016,τακτική,δήμος,Δ. ΑΡΓΙΘΕΑΣ,ΚΑΡΔΙΤΣΗΣ,25600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
100,ΘΕΣΣΑΛΙΑΣ,,9092,2016,τακτική,δήμος,Δ. ΚΑΡΔΙΤΣΑΣ,ΚΑΡΔΙΤΣΗΣ,46500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
101,ΘΕΣΣΑΛΙΑΣ,,9093,2016,τακτική,δήμος,Δ. ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,ΚΑΡΔΙΤΣΗΣ,17000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
102,ΘΕΣΣΑΛΙΑΣ,,9094,2016,τακτική,δήμος,Δ. ΜΟΥΖΑΚΙΟΥ,ΚΑΡΔΙΤΣΗΣ,24000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
103,ΘΕΣΣΑΛΙΑΣ,,9095,2016,τακτική,δήμος,Δ. ΠΑΛΑΜΑ,ΚΑΡΔΙΤΣΗΣ,18000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
104,ΘΕΣΣΑΛΙΑΣ,,9096,2016,τακτική,δήμος,Δ. ΣΟΦΑΔΩΝ,ΚΑΡΔΙΤΣΗΣ,36000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
105,ΘΕΣΣΑΛΙΑΣ,,9097,2016,τακτική,δήμος,Δ. ΑΓΙΑΣ,ΛΑΡΙΣΗΣ,53800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
106,ΘΕΣΣΑΛΙΑΣ,,9098,2016,τακτική,δήμος,Δ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΗΣ,91500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
107,ΘΕΣΣΑΛΙΑΣ,,9099,2016,τακτική,δήμος,Δ. ΚΙΛΕΛΕΡ,ΛΑΡΙΣΗΣ,55800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
108,ΘΕΣΣΑΛΙΑΣ,,9100,2016,τακτική,δήμος,Δ. ΛΑΡΙΣΑΙΩΝ,ΛΑΡΙΣΗΣ,40000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
109,ΘΕΣΣΑΛΙΑΣ,,9101,2016,τακτική,δήμος,Δ. ΤΕΜΠΩΝ,ΛΑΡΙΣΗΣ,47600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
110,ΘΕΣΣΑΛΙΑΣ,,9102,2016,τακτική,δήμος,Δ. ΤΥΡΝΑΒΟΥ,ΛΑΡΙΣΗΣ,31000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
111,ΘΕΣΣΑΛΙΑΣ,,9103,2016,τακτική,δήμος,Δ. ΦΑΡΣΑΛΩΝ,ΛΑΡΙΣΗΣ,39000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
112,ΘΕΣΣΑΛΙΑΣ,,9104,2016,τακτική,δήμος,Δ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,63700.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
113,ΘΕΣΣΑΛΙΑΣ,,9105,2016,τακτική,δήμος,Δ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,139800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
114,ΘΕΣΣΑΛΙΑΣ,,9106,2016,τακτική,δήμος,Δ. ΖΑΓΟΡΑΣ - ΜΟΥΡΕΣΙΟΥ,ΜΑΓΝΗΣΙΑΣ,36400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
115,ΘΕΣΣΑΛΙΑΣ,,9107,2016,τακτική,δήμος,Δ. ΝΟΤΙΟΥ ΠΗΛΙΟΥ,ΜΑΓΝΗΣΙΑΣ,104400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
116,ΘΕΣΣΑΛΙΑΣ,,9108,2016,τακτική,δήμος,Δ. ΡΗΓΑ ΦΕΡΑΙΟΥ,ΜΑΓΝΗΣΙΑΣ,57600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
117,ΘΕΣΣΑΛΙΑΣ,,9109,2016,τακτική,δήμος,Δ. ΑΛΟΝΝΗΣΟΥ,ΜΑΓΝΗΣΙΑΣ,27500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
118,ΘΕΣΣΑΛΙΑΣ,,9110,2016,τακτική,δήμος,Δ. ΣΚΙΑΘΟΥ,ΜΑΓΝΗΣΙΑΣ,31000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
119,ΘΕΣΣΑΛΙΑΣ,,9111,2016,τακτική,δήμος,Δ. ΣΚΟΠΕΛΟΥ,ΜΑΓΝΗΣΙΑΣ,43300.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
120,ΘΕΣΣΑΛΙΑΣ,,9112,2016,τακτική,δήμος,Δ. ΚΑΛΑΜΠΑΚΑΣ,ΤΡΙΚΑΛΩΝ,85500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
121,ΘΕΣΣΑΛΙΑΣ,,9113,2016,τακτική,δήμος,Δ. ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,53000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
122,ΘΕΣΣΑΛΙΑΣ,,9114,2016,τακτική,δήμος,Δ. ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,57000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
123,ΘΕΣΣΑΛΙΑΣ,,9115,2016,τακτική,δήμος,Δ. ΦΑΡΚΑΔΟΝΑΣ,ΤΡΙΚΑΛΩΝ,21000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
124,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9116,2016,τακτική,δήμος,Δ. ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,125500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
125,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9117,2016,τακτική,δήμος,Δ. ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,24600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
126,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9118,2016,τακτική,δήμος,Δ. ΚΕΡΚΥΡΑΙΩΝ,ΚΕΡΚΥΡΑΣ,291000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
127,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9119,2016,τακτική,δήμος,Δ. ΠΑΞΩΝ,ΚΕΡΚΥΡΑΣ,19000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
128,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9120,2016,τακτική,δήμος,Δ. ΚΕΦΑΛΛΗΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,173500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
129,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9121,2016,τακτική,δήμος,Δ. ΛΕΥΚΑΔΟΣ,ΛΕΥΚΑΔΟΣ,112800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
130,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9122,2016,τακτική,δήμος,Δ. ΜΕΓΑΝΗΣΟΥ,ΛΕΥΚΑΔΟΣ,11000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
131,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9123,2016,τακτική,δήμος,Δ. ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,144000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
132,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9124,2016,τακτική,δήμος,Δ. ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,44500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
133,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9125,2016,τακτική,δήμος,Δ. ΑΜΦΙΛΟΧΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,61500.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
134,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9126,2016,τακτική,δήμος,Δ. ΘΕΡΜΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,20000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
135,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9127,2016,τακτική,δήμος,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,48900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
136,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9128,2016,τακτική,δήμος,Δ. ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,78000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
137,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9129,2016,τακτική,δήμος,Δ. ΞΗΡΟΜΕΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,43000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
138,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9130,2016,τακτική,δήμος,Δ. ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,119000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
139,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9131,2016,τακτική,δήμος,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,ΑΧΑΪΑΣ,78400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
140,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9132,2016,τακτική,δήμος,Δ. ΕΡΥΜΑΝΘΟΥ,ΑΧΑΪΑΣ,72000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
141,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9133,2016,τακτική,δήμος,Δ. ΚΑΛΑΒΡΥΤΩΝ,ΑΧΑΪΑΣ,88400.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
142,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9134,2016,τακτική,δήμος,Δ. ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,130000.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
143,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9135,2016,τακτική,δήμος,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,ΗΛΕΙΑΣ,90600.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
144,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9136,2016,τακτική,δήμος,Δ. ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,ΗΛΕΙΑΣ,77900.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
145,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9137,2016,τακτική,δήμος,Δ. ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,ΗΛΕΙΑΣ,85800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
146,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9138,2016,τακτική,δήμος,Δ. ΖΑΧΑΡΩΣ,ΗΛΕΙΑΣ,41800.00,apof15717-110516.pdf,7ΑΡ5465ΦΘΕ-ΡΘΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
